,site,region,category,disability_type,title,date,summary,original_link,content_link,image,post_date
10,노원장애인자립생활센터어울림,['서울시'],교육,발달,2023 ［발달장애인지원자교육］참가자 모집<마감>,2023-07-12 10:02:00,"

2023년 7월 27일(목)과 28일(금) 10시부터 12시까지 2시간 동안 무료로 노원평생교육원 2층 대강당에서 진행되는 발달장애인 지원자 50명 수강을 위한 교육이 신청기간인 2023년 7월 10일(월)부터 12일간 이뤄집니다. 신청 방법은 구글 신청 또는 홈페이지에서 신청서 다운로드하여 작성 후 이메일, FAX로 제출하면 됩니다. 문의사항은 조신익 권익옹호팀 팀장 070-7791-3450으로 문의하시기 바랍니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1989,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1989,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_10_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
11,노원장애인자립생활센터어울림,['전체'],교육,전체,"(에이블뉴스)서울시 ‘장애인 버스 이용요금 지원’, 7월 중순 신청 가능",2023-06-28 09:23:00,"

7월 중순부터 서울시 거주 장애인 버스 이용 요금 지원, 10월 양천구 거점형 우리동네키움센터 개관, 8월 개원하는 시립강동실버케어센터, 9월부터 난자동결 시술 비용 지원, 6개 대학과 함께 중장년 진로 설정·직무역량 강화 교육 운영, 영등포·은평구 디지털동행플라자 시범 운영, 주민감사 온라인 신청, 에코·승용차 지속 마일리지 지급기준 개선.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=2595,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=2595,,2023-08-30 17:28:37.834848
12,노원장애인자립생활센터어울림,['전체'],교육,전체,2023년 7월 사회복지현장실습생 모집 안내<마감>,2023-06-23 09:35:00,"

노원장애인자립생활센터 어울림은 중증장애인의 자립생활 실현을 위해 동료상담, 권익옹호, 자립생활기술훈련 등 서비스 제공. 2023년 7월 3일부터 7월 7일까지 사회복지관련학과 재학생을 대상으로 사회복지영역 현장실습 실시. 7월 10일 개별 통보로 선정된 실습생에게는 100,000원 실습비 지급. 실습내용으로는 오리엔테이션, 장애인 복지 이해, 권익옹호 및 동료상담, 자립생활, 사회복지행정 및 회계, 프로그램 기획 등.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1541,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1541,,2023-08-30 17:28:37.834848
13,노원장애인자립생활센터어울림,['전체'],교육,전체,[녹색펀드 장애인 치과지원사업 신청안내]<마감>,2023-06-20 18:20:00,"

녹색펀드 장애인 치과지원사업은 ‘장애인복지법’ 에 의하여 등록한 장애인이며, 의료급여 수급권자 1·2종을 대상으로 치과 임플란트 무상지원을 실시하는 사업입니다. 접수기간은 2023년 6월 26일(월)까지이며, 직접방문 또는 전화 접수 및 문의를 통해 신청할 수 있습니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1482,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1482,,2023-08-30 17:28:37.834848
14,노원장애인자립생활센터어울림,['전체'],교육,발달,발달장애인 공예 프로그램 참여자 모집 안내<마감>,2023-05-08 17:59:00,"

2023년 5월 8일부터 12일까지 공예 활동에 관심있는 장애인을 모집하여 6월 13일부터 10월 31일까지 격주 화요일 월 2회, 총 10회기 목공, 가죽, 한지 등 다양한 공예 활동을 노원어울림센터 교육실에서 진행하며, 신청서 작성 후 이메일 접수(rkskek0202@naver.com)하여 참가할 수 있습니다. 문의사항은 02-930-8212 (박성희 자립생활팀장)으로 문의해주세요.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1054,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1054,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_14_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
15,노원장애인자립생활센터어울림,['서울시'],교육,발달,'집단자립생활지원' 프로그램 참여자 모집<마감>,2023-04-18 14:31:00,"

2023년 4월 17일부터 5월 12일까지 노원어울림센터 및 노원구 지역사회시설에서 자립생활 능력을 기르고 싶은 성인 발달 장애인 6명을 모집하며, 5월부터 7월까지 주 1회 10회기 목공예, 볼링 등 다양한 지역사회 활동을 진행합니다. 신청은 홈페이지 공지사항에서 신청서 작성 후 이메일 접수(curbe321@naver.com)로 받고, 문의는 02-930-8212(김종훈 사회복지사)로 하실 수 있습니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1053,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1053,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_15_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
16,노원장애인자립생활센터어울림,['전체'],교육,전체,"2023 동료상담사 양성과정(기초, 심화) 프로그램 참여자 모집<마감>",2023-04-12 17:50:00,"

2023년 4월 10~23일 노원장애인자립생활센터에서 동료상담 기초 및 심화 교육을 진행합니다. 기초과정은 5월 2~4일, 심화과정은 5월 29~31일입니다. 동료상담에 관심 있는 장애인은 이메일, 방문, 팩스 및 전화로 신청할 수 있습니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1049,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1049,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_16_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
17,노원장애인자립생활센터어울림,['서울시'],교육,전체,장애인 건강주치의 시범사업,2023-04-08 17:10:00,"

서울에는 북부지역장애인 보건의료센터(은평구, 서울재활병원, 02-6020-3128)와 남부지역장애인 보건의료센터(동작구, 보라매병원, 02-870-2071)가 있습니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1048,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1048,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_17_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
18,노원장애인자립생활센터어울림,['서울시'],교육,전체,2023 자조모임 활성화 지원사업 선정 안내,2023-04-04 11:26:00,"

2023년 서울시 자조모임 활성화 지원사업에 선정된 모임은 배워서 남주자 자조모임, 나도 성우다 자조모임, 모아모아 자조모임, 공부모임(べんきょう あつまり) 자조모임입니다. 관심가져 주신 모든 분들께 감사드립니다. 항상 건강하시고 매일매일 아름답고 행복하세요~^^",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1046,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1046,,2023-08-30 17:28:37.834848
19,노원장애인자립생활센터어울림,['전체'],교육,전체,2022 기부금 모금액 및 활용실적 명세서,2023-03-31 16:25:00,"

2021년 기부금 모금액 및 활용실적을 공개하며, 노원장애인자립생활센터어울림과 함께하여 장애계를 위해 노력하겠다고 약속하고 2022년 정기 후원자 명단을 공개한다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1045,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1045,,2023-08-30 17:28:37.834848
20,노원장애인자립생활센터어울림,['서울시'],교육,전체,노원장애인자립생활센터어울림 사회복지사 채용 공고<마감>,2023-03-30 11:00:00,"

1. 서울시 중증장애인 자립생활지원사업 담당 사회복지사 1명 모집(2023.3.30~4.7), 지원자격 사회복지사(1,2급) 자격증 소지자, 운전면허 소지자, 장애인, 관련 경력자 우대.
2. 근무형태 주5일, 월~금 09:00~18:00, 주 40시간.
3. 서류전형 입사지원서, 개인정보수집ㆍ이용 동의서 제출.
4. 전형방법 1차 서류전형, 2차 면접. 전형일정 서류접수 3.30~4.7, 합격자 발표 4.10, 면접 4.11~14.
5. 문의: 주련 실장 (070-7791-3120 / joolyeon@hanmail.net).",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1044,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=1044,,2023-08-30 17:28:37.834848
21,노원장애인자립생활센터어울림,['서울시'],교육,발달,노원장애인자립생활센터어울림 사회복지사 채용 공고<마감>,2023-03-07 13:31:00,"

서울시중증장애인자립생활지원사업 담당 사회복지사 1명 모집, 사회복지사 자격증 소지자, 컴퓨터 활용 능숙자, 운전면허 자격증 소지자 및 실제 운전 가능자, 장애인, 장애인 관련 사회복지 경력자 우대, 2023. 3. 7.(화) ~ 3. 16.(목) 24:00 도착분까지 접수.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=821,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=821,,2023-08-30 17:28:37.834848
22,노원장애인자립생활센터어울림,['서울시'],교육,전체,노원장애인자립생활센터어울림 사회복지사(팀장) 채용 공고<마감>,2023-03-03 11:23:00,"

서울시중증장애인자립생활지원사업의 사업담당 사회복지사(팀장) 1명 모집. 자격요건: 사회복지시설 경력 3년 이상, 사회복지사 자격증 소지, 나이, 성별 무관. 우대조건: 컴퓨터 활용 능숙, 운전면허 자격증 소지 및 실제 운전 가능, 장애인. 접수기간: 2023.3.3.(금)~3.16.(목).",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=820,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=820,,2023-08-30 17:28:37.834848
23,노원장애인자립생활센터어울림,['전체'],교육,발달,2023년 하지메마시떼 프로그램 참여자 모집<마감>,2023-03-03 09:28:00,"

노원어울림센터에서는 일본어 교육 프로그램 '하지메마시떼' 참여자를 모집합니다. 모집대상은 일본어 교육에 관심있는 장애인이며, 모집기간은 2023년 3월 2일부터 10일까지입니다. 선정기준은 일본어 수업에 성실히 참여할 수 있는 자와 일본어능력시험 응시 가능자로 하고, 선정발표는 2023년 3월 13일입니다. 진행기간은 2023년 3월 24일부터 12월 8일까지 매주 금요일 14:00~16:00으로 진행되며, 내용은 중급 난이도의 일본어 회화 및 문법, 일본어능력시험 대비로 진행됩니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=819,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=819,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_23_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
24,노원장애인자립생활센터어울림,['전체'],교육,전체,'2023 자조모임 활성화 지원사업' 프로그램 참여자(모임)을 모집합니다<마감>,2023-03-02 18:25:00,"

2023년 자조모임 활성화 지원사업 모집! 장애인 또는 장애인모임(4명 이상) 신청가능. 수시모집(정원 마감시까지), 최대 4팀. 신청서 다운로드 후 메일 또는 방문 제출. 최대 100만원 지원. 예술/문화, 견학/체험, 인식개선/교육 등 자유 주제 자조모임. 4월부터 12월까지 활동(6개월 6회 이상). 신청서, 명단, 복지카드, 개인정보 제공 동의서 제출. 오리엔테이션, 중간, 최종 평가 참여 필수.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=818,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=818,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_24_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
25,노원장애인자립생활센터어울림,['서울시'],교육,전체,2023년'찾아라 편의시설' 참여자 모집,2023-02-28 21:39:00,"

2023년 서울시 장애인 자립생활 지원사업 중 편의시설 조사활동 참여자를 모집합니다. 모집 대상은 편의시설에 관심이 많은 장애인 노원구 내 및 인근 거주자로, 활동 기간은 4월~11월이며 소정의 활동비가 지급됩니다. 신청 방법은 홈페이지, 이메일, 팩스, 방문접수, 전화로 가능합니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=817,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=817,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_25_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
26,노원장애인자립생활센터어울림,['노원구'],교육,전체,2023년 '권익옹호 활동단'참여자를 모집합니다.<마감>,2023-02-21 18:08:00,"

2023년 2월 6일부터 3월 17일까지 노원구 거주 장애인 5명을 모집하는 '권익옹호 활동단' 참여 신청을 홈페이지, 이메일, 팩스, 전화로 할 수 있으며, 월 2회로 노원장애인자립생활센터어울림과 지역사회에서 장애관련 유튜브 컨텐츠 제작, 장애인정책 모니터링 및 제안, 인식개선 캠페인 활동을 진행한다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=815&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=815&page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_26_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
27,노원장애인자립생활센터어울림,['전체'],교육,발달,2023년 노원장애인자립생활센터어울림 정기총회 결과 보고,2023-02-20 18:09:00,"

2023년 노원장애인자립생활센터어울림 정기총회는 1월 27일 비엔티컨벤션에서 회원 108명 중 67명 참석, 20명 위임으로 과반 이상 참석하여 2022년 사업 및 회계 감사 결과 보고 건, 2023년 사업계획 및 예산(안) 관한 사항, 노원장애인자립생활센터어울림 센터장 선출의 관한 사항에 대한 원안을 통과하였으며, 센터장 당선은 이성수로 결정되었다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=814&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=814&page=2,,2023-08-30 17:28:37.834848
28,노원장애인자립생활센터어울림,['전체'],교육,전체,노원장애인자립생활센터어울림 2022년 결산 및 2023년 예산공고,2023-02-20 18:03:00,"

2023년 예산과 2022년 결산을 센터 홈페이지에서 공고합니다. 사회복지시설 재무회계규칙을 근거로, 센터총괄 및 계정 예산별로 공고합니다. 공고기간은 20일 이상입니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=813&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=813&page=2,,2023-08-30 17:28:37.834848
29,노원장애인자립생활센터어울림,['서울시'],교육,전체,2023년 스포츠라이트 참여자 모집<마감>,2023-02-20 10:27:00,"

2023년 2월 6일부터 24일까지 노원구 거주 장애인 5명을 대상으로 서울(근교) 스포츠 경기장 방문 및 경기 관람을 진행하며, 신청서 작성 후 이메일 제출, 방문접수, 전화 등의 방법으로 신청할 수 있습니다. 문의는 02-930-8212 또는 070-7706-9791(동료상담가 박수호)로 하시기 바랍니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=812&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=812&page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_29_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
30,노원장애인자립생활센터어울림,['노원구'],보조기기,전체,2023년 노원장애인자립생활센터어울림 활동가 모집<마감>,2023-02-13 16:20:00,"

2023년 2월 13일(월)부터 2월 24일(금)까지 노원장애인자립생활센터어울림 센터 활동가 모집합니다. 모집인원은 2명, 활동기간은 2023년도 사업 종료시까지(~2023. 12. 29)입니다. 장애인복지법상 등록장애인(노원구 거주자 우대)이며, 방문제출, 팩스접수, E-mail접수로 신청하실 수 있으며, 신청서, 복지카드 사본 각 1부가 필요합니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=808&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=808&page=2,,2023-08-30 17:28:37.834848
31,노원장애인자립생활센터어울림,['서울시'],교육,전체,2023년 '어울림' 장애인 기자단 참여자 모집 안내<마감>,2023-02-13 15:08:00,"

노원장애인자립생활센터어울림에서 2023년 서울시장애인자립생활지원사업의 일환으로 '어울림' 장애인 기자단 참여자 모집합니다. 모집 대상은 취재 및 기사 작성이 가능한 장애인이며, 신청 기간은 ~2023년 3월 10일까지이며, 진행 내용은 장애 관련 기관 조사 및 탐방, 장애인 당사자 인터뷰, 편의시설 취재, 기사 작성 및 지역사회 공유로 구성됩니다. 진행 기간은 2023년 3월~12월(월 1회 모임)이며, 진행 장소는 노원 어울림센터, 지역사회로 구성되며, 활동 혜택으로는 소정의 원고료 지급이 있습니다. 신청 방법은 전화 접수 및 신청서 작성 후 이메일 접수(rkskek0202@naver.com)으로 하며, 문의는 02-930-8212(자립생활팀장 박성희)로 문의하시기 바랍니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=806&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=806&page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nowon_eoullim_31_2023-08-31_02-28.jpg'],2023-08-30 17:28:37.834848
32,노원장애인자립생활센터어울림,['서울시'],교육,발달,2023 노원장애인자립생활센터어울림 중증장애인 인턴제 채용 공고(마감),2023-02-08 19:22:00,"

노원장애인자립생활센터 어울림에서 중증장애인 인턴 1명을 모집합니다. 응시자격은 만 18세 이상의 서울시 거주 중증장애인, 근무기간은 3월 6일부터 12월 29일까지, 근무시간은 1일 8시간, 급여는 2,208,500원(세전, 기관부담금 포함)입니다. 4대 보험 가입 가능. 응시서류는 응시원서, 장애인등록증 사본, 최종학교 졸업증명서, 건강보험득실확인서, 경력증명서, 자격증 사본, 자기소개서, 개인정보 수집 및 활용 동의서 필요. 2월 9일부터 22일까지 노원구 상계로7길 39, 한올빌딩 2층 또는 이메일 접수로 인턴 신청 및 접수, 2월 23일부터 24일까지 면접심사, 3월 2일 서울시청 고시 및 공고 확인 후 3월 6일부터 12월 29일까지 인턴근무.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=803&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=803&page=2,,2023-08-30 17:28:37.834848
33,노원장애인자립생활센터어울림,['서울시'],교육,전체,노원장애인자립생활센터어울림 제5대 센터장 입후보 접수 및 선거일자 공고 <마감>,2023-01-11 15:49:00,"

노원장애인자립생활센터어울림은 2023년 1월 27일(금) 17시~18시, 건영백화점 6층에서 센터장 선거를 개최합니다. 입후보자는 정관 제2장 제5조에 해당하는 회원이며, 후보자 등록기간은 2023년 1월 11일(수)부터 18일(수)까지 이며, 본센터 사무처에서 후보자 등록 신청서, 이력서, 복지카드 또는 이를 대신할 증빙자료를 구비하여 등록할 수 있습니다. 문의는 070-7791-3120, 주련 총괄팀장으로 하시기 바랍니다.",http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=797&page=2,http://www.nowonilc.or.kr/bbs/board.php?bo_table=51&wr_id=797&page=2,,2023-08-30 17:28:37.834848
