,site,region,category,disability_type,title,date,summary,original_link,content_link,image,post_date
10,하상장애인복지관,['전체'],교육,전체,'7080에서 100세까지' 장수 잔치 대상자 모집,2023-07-07 11:01:00,"

2023년 칠순과 팔순을 맞이하신 1인 독거 장애 어르신을 대상으로 하는 '7080에서 100세까지' 사업이 7월 31일까지 모집 중입니다. 이·미용지원, 장수 사진 촬영, 떡 케이크 지원, 지역주민과 함께하는 장수잔치를 진행할 예정이며, 9~10월에 진행됩니다. 문의 및 신청은 권익옹호팀 백건현 02-560-4233으로 하시기 바랍니다.",http://www.hasang.org/recruitment_act/4417,http://www.hasang.org/recruitment_act/4417,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_10_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
11,하상장애인복지관,['전체'],보조기기,전체,"2023 시청각장애인과 함께 하는 3감(후각, 촉각, 미각) 체험교실 (2차)",2023-07-05 16:39:00,"

하상장애인복지관 성인평생학습팀에서는 시청각장애인 6명을 대상으로 날씨와 관계없이 즐길 수 있는 놀이기구를 탑승하며 해방감을 만끽할 수 있는 프로그램을 진행합니다. 모집기간은 7월 14일(금) 18:00까지이며, 참가비는 무료이며, 일정은 7월 18일(화) 10:30~17:00입니다. 접수방법은 전화, 이메일, 내방 중 택1입니다.",http://www.hasang.org/recruitment_act/4416,http://www.hasang.org/recruitment_act/4416,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_11_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
12,하상장애인복지관,['전체'],교육,발달,2023년 성인권 교육지원사업 '성공모임' 중고등 발달장애 학생 및 가족 참여자 모집,2023-07-04 17:18:00,"

2023년 발달장애인 부모교육지원 사업을 위한 성인권 교육 프로그램이 있습니다. 일시는 9월 4일부터 25일까지, 장소는 하상장애인복지관 3층 다목적실, 대상은 중고등 발달장애 학생 8명과 가족 및 보호자 8명이며, 신청기간은 7월 4일부터 20일까지입니다. 신청방법은 하상장애인복지관 홈페이지 또는 전자우편으로 신청하시면 됩니다.",http://www.hasang.org/recruitment_act/4415,http://www.hasang.org/recruitment_act/4415,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_12_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
13,하상장애인복지관,['서울시'],교육,발달,2023년 발달장애청소년 여름방학 프로그램 참여자 모집,2023-07-03 10:19:00,"

2023년 7월 31일(월)~8월 4일(금) 동안 발달장애인 청소년 8명을 대상으로 하는 여름방학 프로그램 “반가워! 여름아”을 신청할 수 있는 기간은 7월 3일(월)~7월 7일(금)이며, 신청방법은 내관신청, 이메일신청, 온라인접수(QR)이고 활동비용은 100,000원이며, 문의는 전화로 하며 이 프로그램은 서울특별시교육청 평생학습협력망 협력기관 특성화프로그램으로 지원받아 운영하고 있다.",http://www.hasang.org/recruitment_act/4414,http://www.hasang.org/recruitment_act/4414,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_13_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
14,하상장애인복지관,['전체'],교육,발달,만 19세~39세 성인 발달장애인 음악 밴드(청년 밴드) 참여자 모집,2023-06-26 19:11:00,"

권익옹호팀이 19세~39세 성인 발달장애인을 대상으로 보컬, 기타, 베이스 기타, 드럼, 키보드 5명을 모집하고 있으며, 주 1회 2시간 활동(악기 강습 및 연습)이 있으며, 2023년 6월 26일부터 모집 완료 시 마감합니다. 문의는 02-560-4231으로 해주시기 바랍니다.",http://www.hasang.org/recruitment_act/4413,http://www.hasang.org/recruitment_act/4413,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_14_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
15,하상장애인복지관,['전체'],교육,발달,2023 하반기 국어점자기초반 모집,2023-06-22 09:33:00,,http://www.hasang.org/recruitment_act/4410?page=2,http://www.hasang.org/recruitment_act/4410?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_15_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
16,하상장애인복지관,['전체'],교육,전체,"2023 시청각장애인과 함께 하는 3감(후각, 촉각, 미각) 체험교실 (1차)",2023-06-19 17:24:00,"

하상장애인복지관 성인평생학습팀에서는 시청각장애인분들의 일상생활 활력 증진을 위해 여가체험활동 프로그램을 진행합니다. 모집대상은 시청각장애인 3명과 안내인 1인, 무료 참가비, 일정은 6월 27일 11:20~15:30, 장소는 성수 섬세이 테라리움입니다. 접수는 전화, 이메일, 내방 중 택1로 가능합니다.",http://www.hasang.org/recruitment_act/4408?page=2,http://www.hasang.org/recruitment_act/4408?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_16_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
17,하상장애인복지관,['전체'],교육,전체,2023 신나는 예술여행 - 트러스트 무용단 문화예술공연,2023-06-13 15:14:00,"

하상장애인복지관 지하강당에서 2023년 6월 28일 수요일 11:30~12:30에 트러스트 무용단 문화예술공연이 열립니다. 지역주민 누구나 무료로 관람할 수 있으며, 문의는 자립지원팀 이미정 (02-560-4242)에게 해주시기 바랍니다.",http://www.hasang.org/recruitment_act/4407?page=2,http://www.hasang.org/recruitment_act/4407?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_17_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
18,하상장애인복지관,['서울시'],교육,발달,"2023년 성인권 교육지원사업 '성공모임' 초등학생 발달장애인, 가족 및 보호자 참여자 모집",2023-06-12 10:53:00,"

2023년 6월 12일부터 28일까지 서울특별시 초등학교 재학중인 발달장애 학생과 가족 및 보호자를 대상으로 성인권 교육 '성(을) 공(부하는)모임' 프로그램 모집하고 있으며, 문의는 온라인 문의양식 또는 02-560-4210으로 할 수 있습니다.",http://www.hasang.org/recruitment_act/4405?page=2,http://www.hasang.org/recruitment_act/4405?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_18_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
19,하상장애인복지관,['전체'],교육,발달,친환경 비누 만들기 참여자 모집(원데이클래스),2023-06-09 09:41:00,"

6월 23일 금요일 10:30 ~ 12:00에 성인장애인 5명을 대상으로 천연비누 2종, 주방비누 1종 만들기를 진행합니다. 6월9일~ 모집완료시까지 전화 또는 방문 접수를 통해 참가비 5,000원(재료비 사용)으로 신청할 수 있습니다. 문의는 성인평생학습팀 02-560-4295 전완호 사회복지사에게 문의해주세요.",http://www.hasang.org/recruitment_act/4404?page=2,http://www.hasang.org/recruitment_act/4404?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_19_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
20,하상장애인복지관,['전체'],교육,발달,2023년 성인권 교육지원사업 '성공모임' 참여자 모집,2023-05-23 17:33:00,"

2023년 6월 9일부터 30일까지 '성공모임' 성인권 교육 지원 사업 진행, 발달장애인 15명, 관련 기관 종사자 10명 대상, 5월 25일부터 6월 7일까지 신청 가능, 하상장애인복지관 전환기지원팀 이경선 02-560-4210.",http://www.hasang.org/recruitment_act/4403?page=2,http://www.hasang.org/recruitment_act/4403?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_20_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
21,하상장애인복지관,['전체'],교육,전체,복지관 이용 장애인 역량 강화 프로그램 “나와 너 우리의 인권” 참여자 모집,2023-05-16 16:28:00,"

하상장애인복지관에서 2023년 5월 23일 화요일 오후 2시에 인권과 존중, 정신건강과 스트레스에 관한 교육 프로그램을 진행합니다. 복지관 이용 성인 장애인 5명을 모집하고 있으며, 모집기간은 2023년 5월 17일부터 모집 완료 시 마감입니다. 문의 및 신청은 02-560-4231 권익옹호팀으로 하시기 바랍니다.",http://www.hasang.org/recruitment_act/4402?page=2,http://www.hasang.org/recruitment_act/4402?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_21_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
22,하상장애인복지관,['서울시'],돌봄 서비스,전체,2023 서울시장애인돌봄가족휴가제 최종 선정가족 발표,2023-05-10 14:52:00,"
2023년 서울시 장애인 돌봄가족 휴가제 최종 선정 명단: 윤*석, 박*민, 박*범, 박*건, 송*오, 신*철, 양*서, 오*준, 유*수, 이*준, 조**엘, 조*화, 심*서. 문의: 02-560-4213 전환기지원팀 안소연.",http://www.hasang.org/recruitment_act/4400?page=2,http://www.hasang.org/recruitment_act/4400?page=2,,2023-08-30 18:03:27.786763
23,하상장애인복지관,['서울시'],돌봄 서비스,전체,2023 서울시 장애인돌봄가족 휴가제 선정가족 추가제출 서류 안내,2023-05-08 13:46:00,"

선정된 서울시장애인돌봄가족휴가제 축하드립니다. 5월 11일(목) 10:00~11:00 3층 다목적실에서 사업설명회가 열리며, 불참 시 선정이 취소될 수 있습니다. 5월 19일(금)까지 여행 전 추가제출 서류(개별여행서약서, 개별여행계획서, 여행비 입금통장 사본, 통장 명의자 신분증, 여행자 보험가입증서)를 내방 또는 메일로 제출하시고, 여행 후 개별여행보고서, 만족도 설문지, 가족여행 사진을 제출하시기 바랍니다. 문의사항은 전환기지원팀 안소연 사회복지사 02-560-4213으로 문의해주세요.",http://www.hasang.org/recruitment_act/4399?page=2,http://www.hasang.org/recruitment_act/4399?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_23_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
24,하상장애인복지관,['서울시'],돌봄 서비스,발달,2023 서울시장애인돌봄가족휴가제 선정가족 발표,2023-05-08 09:34:00,"
2023 서울시 장애인 돌봄가족 휴가제 신규 참여가족 55가족 중 우선순위 요건에 해당하는 15가족 중 13가족을 추첨하여 선정하였고, 추가로 우선순위 및 신규참여가족 7가족을 선정하였습니다. 문의: 전화기지원팀 안소연 사회복지사 02-560-4213",http://www.hasang.org/recruitment_act/4398?page=2,http://www.hasang.org/recruitment_act/4398?page=2,"['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_24_2023-08-31_03-03.jpg', 'https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_24_2023-08-31_03-03.jpg']",2023-08-30 18:03:27.786763
25,하상장애인복지관,['전체'],교육,전체,2023년 하상 부모모임 참여자 모집,2023-05-02 16:57:00,"

부모모임 참여자 모집이 완료되었습니다. 참여자는 하상 부모모임의 일원으로 선정되었습니다. 모집 신청은 이미 마감되었고, 참여자는 선정되었습니다. 참여자는 하상 부모모임의 일원으로 선정되었습니다. 모집 신청이 마감되었고, 참여자가 선정되었습니다.",http://www.hasang.org/recruitment_act/4397?page=2,http://www.hasang.org/recruitment_act/4397?page=2,"['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_25_2023-08-31_03-03.jpg', 'https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_25_2023-08-31_03-03.jpg']",2023-08-30 18:03:27.786763
26,하상장애인복지관,['전체'],교육,전체,트로트장구 프로그램 참여자 모집,2023-04-18 14:29:00,"

매주 목요일 장구 연주를 신나게 즐길 수 있는 트로트장구 참여자를 모집합니다. 성인장애인 2명을 모집하며, 시간은 10:30 ~ 11:30 지하 1층 자람터, 수강료는 월 1만원이며, 모집기간은 2023년 4월 ~ 모집 완료시 마감입니다. 문의는 하상장애인복지관 성인평생학습팀 전완호 사회복지사 02-560-4295에 문의하세요.",http://www.hasang.org/recruitment_act/4396?page=2,http://www.hasang.org/recruitment_act/4396?page=2,,2023-08-30 18:03:27.786763
27,하상장애인복지관,['전체'],교육,전체,[모집] 2023 점역실무교육 참여자 모집 _마감,2023-04-17 11:17:00,"

하상장애인복지관 성인평생학습팀이 점역 능력 강화를 위한 점역 실무 교육을 진행합니다. 모집인원은 ○명, 교육기간은 2023년 5월 4일~6월 8일, 교육방법은 'ZOOM' 을 이용한 비대면 수업, 교육비는 10,000원, 신청기간은 2023년 4월 17일(월)~4월 25일(화) 15시까지, 접수방법은 전화 접수이며, 접수 및 문의는 02-560-4291입니다.",http://www.hasang.org/recruitment_act/4395?page=2,http://www.hasang.org/recruitment_act/4395?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_27_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
28,하상장애인복지관,['전체'],교육,전체,[모집] 복지관 이용 장애인 역량 강화 프로그램 “안전한 금융 생활 교육 2차” 참여자 모집_마감,2023-04-13 14:35:00,"

2023년 4월 27일 목요일 오후 2시, 하상장애인복지관 2층 회의실에서 '안전한 금융 생활 교육 2차 – 스스로 관리하는 소중한 돈' 참여자 모집, 대상은 복지관 이용 장애인, 선착순 5명, 모집기간은 4월 13일 ~ 모집 완료 시 마감, 문의는 02-560-4231 권익옹호팀.",http://www.hasang.org/recruitment_act/4394?page=2,http://www.hasang.org/recruitment_act/4394?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_28_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
29,하상장애인복지관,['서울시'],돌봄 서비스,전체,[마감] 2023년 서울시장애인돌봄가족휴가제 참여가족 모집,2023-04-12 15:46:00,"

2023년 4월 17일부터 4월 28일까지 이메일 및 방문 접수로 서울시 장애인돌봄가족 휴가제 신청 가능. 기간은 5월~11월 중 개별자율여행(최대 2박3일) 국내 여행지로 가능하며, 돌봄인 2명, 장애당사자 1명(최대 3명)이 참여 가능하며 지원금액은 휴가비 1인 2박3일 기준 387,000원, 돌봄비 1인 2박3일 기준 210,000원이며, 저소득, 중증중복장애인가정, 다자녀가정, 한부모(조손)가정, 고령부모가정 등 우선순위가 있으며 제출 서류는 참가신청서, 개인정보수집 및 이용, 제공 동의서, 장애인증명서 및 복지카드 사본, 주민등록등본, 우선순위 근거 서류가 필요합니다.",http://www.hasang.org/recruitment_act/4393?page=2,http://www.hasang.org/recruitment_act/4393?page=2,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_29_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
30,하상장애인복지관,['전체'],보조기기,전체,보조공학기기 대여 서비스 신청자 모집 안내문,2023-04-12 09:42:00,"

하상장애인복지관에서는 단기간 보조공학기기 대여 서비스를 실시하며, 점자정보단말기, 탭틸로, 시각장애 체험안경, sixdot 등을 대여할 수 있으며, 대여 기간은 최대 10일, 대여 금액은 품목별로 다르고 위약금이 발생할 수 있습니다. 등록시각장애인 당사자 및 시각장애인관련 기관 및 단체만 신청 가능하며, 필요한 서류는 복지카드 사본, 주민등록 등본 1부, 보증인 신분증/연락처, 기관 및 단체인 경우 고유번호증, 대여자 신분증/연락처, 개인정보 수집 활용 동의서, 보조공학기기 대여 신청서, 보조공학기기 이용 서약서가 필요합니다. 이 사업은 지방자치단체 복권기금협의회의 지원을 받아 운영됩니다.",http://www.hasang.org/recruitment_act/4392?page=3,http://www.hasang.org/recruitment_act/4392?page=3,,2023-08-30 18:03:27.786763
31,하상장애인복지관,['전체'],교육,전체,[모집]상반기 소모임 나들이 참여자를 모집합니다.,2023-04-10 09:08:00,"

하상장애인복지관 지역사회연대팀에서 참여자가 직접 소모임을 구성하고 나들이 장소 및 일정을 기획하는 소모임 나들이를 진행하고자 합니다. 대상은 복지관 이용자 중 65세 이상 독거장애인, 도보로 직접 이동이 가능하신 분, 1시간 이상 차량이동에 어려움이 없으신 분, 4회 참여가 가능하신 분, 작년 나들이에 참석하지 않은 분 10명(5명씩 2개조 모집)을 모집합니다. 일정은 4월 중 1회, 5월 중 1회 모임 및 나들이를 진행하며, 신청기간은 2023년 4월~마감 시입니다. 신청 및 문의는 02-560-4253(지역사회연대팀 이정곤 사회복지사)로 하시기 바랍니다. 하반기에도 나들이는 진행됩니다.",http://www.hasang.org/recruitment_act/4391?page=3,http://www.hasang.org/recruitment_act/4391?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_31_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
32,하상장애인복지관,['전체'],교육,전체,[모집] 시각장애인 맞춤 온라인 기타 및 드럼 교실 구독자 모집,2023-04-06 16:29:00,"

하상복지관 성인평생학습팀에서는 시각장애인을 위한 온라인 기타 및 드럼 교육 콘텐츠를 제작하고 보급합니다. 기타는 2020~2022년 진행한 교육(초, 중, 고급)에 이어서 2023년에는 한 번 더 초급~고급과정의 난이도 곡을 복습하는 콘텐츠로 제작됩니다. 드럼은 2022년 진행한 초급 과정에 이어서 2023년에는 중급 과정의 난이도 곡을 학습하는 콘텐츠로 제작됩니다. 교육 강사는 전문 강사로 교육 기간은 2023년 4월~11월, 신청기간은 2023년 4월 7일~4월 21일입니다. 신청 및 문의는 02-560-4294로 하실 수 있으며, 기존 이용자는 재신청을 안 하셔도 됩니다. 본 사업은 지방자치단체 복권기금협의회의 지원을 받아 운영되고 있습니다.",http://www.hasang.org/recruitment_act/4390?page=3,http://www.hasang.org/recruitment_act/4390?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_32_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
33,하상장애인복지관,['전체'],보조기기,전체,보조공학기기 대여 서비스 신청자 모집 안내문,2023-04-03 10:15:00,"

1. 하상장애인복지관에서는 단기간 보조공학기기 대여 서비스를 제공하며, 등록시각장애인 당사자 및 관련 기관이 신청할 수 있습니다.
2. 점자정보단말기, 탭틸로, 시각장애 체험안경, sixdot 등이 대여 품목으로 제공되며, 대여 기간은 최대 10일까지 가능합니다.
3. 하상장애인복지관 홈페이지에서 보조기기 대여 서비스 신청 서류 다운로드 후, 복지카드 사본, 주민등록 등본1부, 보증인 신분증/연락처 등을 제출하여 대여 신청합니다.
4. 대여기간 초과 시 위약금 발생 및 발생한 기기 파손 및 분실에 대한 모든 책임은 본임 부담합니다.
5. 전화 상담 접수 후 내방하여 대여관련 서류 작성하여 보조공학기기 대여 신청합니다.",http://www.hasang.org/recruitment_act/4389?page=3,http://www.hasang.org/recruitment_act/4389?page=3,,2023-08-30 18:03:27.786763
34,하상장애인복지관,['전체'],교육,전체,[모집] 복지관 이용 장애인 역량 강화 프로그램 “안전한 금융 생활 교육” 참여자 모집,2023-03-10 14:04:00,"

2023년 3월 22일 수요일 오후2시, 하상장애인복지관 2층 회의실에서 '안전한 금융 생활 교육 – 내 돈 안전하게 지키기' 참여를 모집합니다. 대상은 복지관 이용 장애인, 모집인원은 선착순 5명, 모집기간은 2023년 3월 10일 ~ 모집 완료 시 마감, 문의는 02-560-4231 권익옹호팀입니다.",http://www.hasang.org/recruitment_act/4388?page=3,http://www.hasang.org/recruitment_act/4388?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_34_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
35,하상장애인복지관,['전체'],교육,전체,[모집] 1인1취미 생활공예 참여자 모집,2023-03-06 16:56:00,"

하상장애인복지관에서 주 1회 매주 화요일 10:00~11:00에 성인장애인 및 지역주민 3명을 모집하여 다양한 천연재료로 비누, 화장품 등 만드는 생활공예 프로그램 진행, 월 25,000원 수강료. 문의 02-560-4295.",http://www.hasang.org/recruitment_act/4387?page=3,http://www.hasang.org/recruitment_act/4387?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_35_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
