,site,region,category,disability_type,title,date,summary,original_link,content_link,image,post_date
10,노들장애인자립센터,['전체'],교육,전체,제8회 종로장애인인권영화제가 열립니다!,2023-05-25 16:13:00,"

노들장애인자립생활센터가 주최하는 제8회 종로장애인인권영화제는 6월 15일 목요일에 개최되며, 한국자막, 한국수어통역, 화면해설, 화면해설자막 등이 제공됩니다. 사전 신청 문의는 070-8852-1884로 할 수 있습니다. 노들장애인자립생활센터, 서울장애인인권영화제, 노들장애인야학, 사단법인 노란들판, 사회적기업 노란들판 유한회사, 장애인자립생활센터 판, 종로장애인복지관, 전국교직원노동조합 서울지부, 4·16연대, 공공운수노조 의료연대 서울지부, 인도주의실천의사협의회, 전국장애인이동권연대, 전국장애인탈시설연대, 돈의동주민협동회, 동자동사랑방, 사랑방마을주민협동회, 양동쪽방주민회, 서울특별시, 종로구가 주최하고 있습니다.",http://ncil.or.kr/events_news/12081,http://ncil.or.kr/events_news/12081,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nodeul_10_2023-08-31_02-34.jpg'],2023-08-30 17:34:32.119736
11,노들장애인자립센터,['전체'],교육,전체,노들장애인자립생활센터 거주시설연계사업 담당자(탈시설 지원 관련) 모집 (재공고),2023-05-19 10:29:00,"

노들장애인자립생활센터는 중증장애인을 위한 자립생활 지원과 인권활동을 목적으로 설립되었으며, 거주시설연계사업 담당 1명을 모집하고 있습니다. 장애인/비장애인이라면 장애인 자립생활지원 및 인권활동에 관심과 열정이 있으면 지원 가능하며, 사회복지사(해당자)는 자격증이 필요합니다. 5월 16일(화)까지 지원서류를 e-mail로 접수하고, 25일(목)까지 제출하면 26일(금)에 개별 통보하고, 30일(화)에 대면 면접이 있습니다.",http://ncil.or.kr/events_news/12070,http://ncil.or.kr/events_news/12070,,2023-08-30 17:34:32.119736
12,노들장애인자립센터,['전체'],교육,전체,2023년 상반기 활동지원사 보수교육 안내,2023-05-18 11:59:00,"
2023년 5월 20일(토) 및 25일(목) 유리빌딩 4층 대강의실에서 활동지원사 보수교육이 진행됩니다. 각 날짜별로 심폐소생술 교육, 개인정보보호법 및 보이스피싱, 장애인권이슈-지하철행동, 장애인식개선교육 및 간담회가 진행됩니다.",http://ncil.or.kr/events_news/12068,http://ncil.or.kr/events_news/12068,,2023-08-30 17:34:32.119736
13,노들장애인자립센터,['전체'],교육,전체,2023년 개별동료상담 참여자 모집 안내,2023-04-24 11:07:00,"

2023년 개별동료상담 참여자 모집합니다. 정서지원, 정보제공, 감정해방 등을 원하시는 장애인 당사자분 많은 참여 부탁드립니다. 모집기간은 상시모집, 신청방법은 메일 혹은 담당자 문의, 담당자는 유진우(자립옹호팀), 문의는 070-8852-7055, 노들장애인자립생활센터 이메일 주소입니다.",http://ncil.or.kr/events_news/12016,http://ncil.or.kr/events_news/12016,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nodeul_13_2023-08-31_02-34.jpg'],2023-08-30 17:34:32.119736
14,노들장애인자립센터,['전체'],교육,전체,노들장애인자립생활센터 거주시설연계사업 담당자(탈시설 지원 관련) 모집 (재공고),2023-04-12 10:36:00,"

노들장애인자립생활센터는 중증장애인의 자립생활 지원을 목적으로 설립되었으며, 거주시설연계사업 담당 1명을 모집하고 있습니다. 자격은 장애인/비장애인이며 사회복지사(해당자)로 급여는 기본급 2,320,000원(4대 보험 및 식대 포함)이며, 제출일은 2023년 5월 16일(화)까지 이메일 접수하며, 채용절차는 서류접수, 1차 서류합격 통보, 2차 대면 면접 순입니다.",http://ncil.or.kr/events_news/12013,http://ncil.or.kr/events_news/12013,,2023-08-30 17:34:32.119736
15,노들장애인자립센터,['전체'],교육,전체,2023년 종로 노들 보치아교실 시작합니다 :-),2023-03-20 14:36:00,"
2023년 종로노들보치아교실 모집, 보치아 게임 함께하기, 보치아란?, 일시, 장소, 문의, 주최, 지원, KBS 스포츠 참고영상.",http://ncil.or.kr/events_news/12008,http://ncil.or.kr/events_news/12008,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nodeul_15_2023-08-31_02-34.jpg'],2023-08-30 17:34:32.119736
16,노들장애인자립센터,['서울시'],교육,발달,2023년 자립욕구공유회 시즌4 자립의 숲,2023-03-03 19:31:00,"

2023년 자립욕구공유회 시즌4 '자립의 숲'은 장애인 및 서울시 거주 장애인을 대상으로 자립 욕구를 바탕으로 한 목표 및 계획 설정, 발표 등의 프로그램을 노들센터 프로그램실1에서 오후 2시~4시로 3월 14일~17일 4일 중 1회 참여할 수 있으며, 2월 27일(월)~3월 7일(화)까지 신청할 수 있습니다. 문의/신청은 최유진(070-8852-1885) 또는 노들장애인자립생활센터 이메일 주소로 하며, 주최는 노들센터, 지원은 서울특별시입니다.",http://ncil.or.kr/events_news/12001,http://ncil.or.kr/events_news/12001,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nodeul_16_2023-08-31_02-34.jpg'],2023-08-30 17:34:32.119736
17,노들장애인자립센터,['전체'],보조기기,전체,노들센터 2023년 정기총회 안내,2023-02-24 19:42:00,"

2023년 2월 25일(토) 오후 4시 노들야학 4층 대강당에서 노들장애인자립생활센터 정기총회가 열립니다. 사업 보고 및 결산 승인, 감사보고서 채택, 2023년 사업 계획 및 예산 의결 등 주요 안건을 진행합니다. 참석이 어려우신 분들은 이후 홈페이지에 자료집을 공유합니다.",http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11987,http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11987,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nodeul_17_2023-08-31_02-34.jpg'],2023-08-30 17:34:32.119736
18,노들장애인자립센터,['서울시'],교육,발달,[신청마감] 2023년 IL센터 활동가 실무교육 - 발달장애인 조력자 교육 참여자 모집,2023-02-24 19:12:00,"

2023년 4월 5일/12일/19일/26일 (수) 10시 30분~오후 12시에 노들장애인자립생활센터에서 발달장애인조력자 교육을 진행합니다. 대상은 서울시장애인자립생활센터협의회 소속 IL센터 신체장애당사자 활동가 누구나입니다. 오프라인 실습식 교육으로 발달장애당사자와 신체장애당사자인 조력자 모두의 장애특성을 고려한 조력방안 모색을 합니다. 교육 장소는 대항로 4층강당, 접수는 노들장애인자립생활센터 홈페이지 구글 신청서 제출으로 합니다.",http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11984,http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11984,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nodeul_18_2023-08-31_02-34.jpg'],2023-08-30 17:34:32.119736
19,노들장애인자립센터,['전체'],교육,전체,2023년 노들센터 센터지원사업 안내,2023-02-21 11:37:00,"

2023년 한해 동안 노들센터에서는 12가지 센터지원사업을 진행합니다. 노들센터에서 진행하는 사업은 다양하고 관심을 부탁드립니다.",http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11976,http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11976,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/nodeul_19_2023-08-31_02-34.jpg'],2023-08-30 17:34:32.119736
20,노들장애인자립센터,['전체'],교육,전체,노들장애인자립생활센터 활동지원사업 코디네이터 모집 공고,2023-02-07 19:31:00,"

노들장애인자립생활센터에서 코디네이터 및 노무관리 직원을 모집합니다. 자격조건은 사회복지사, 장애인관련학문 전공, 활동지원기관 근무경력, 장애인복지 및 사회복지 분야 근무경력 중 하나에 해당하는 자 또는 비장애인자입니다. 근무조건은 주 5일 근무, 급여 2,320,000원, 수당 기타 수당 및 상여금 포함입니다. 지원방법은 2023년 2월 22일(수)까지 이메일 접수하며, 지원서류는 이력서, 자기소개서, 사회복지사 자격증, 장애인증명서류, 경력증명서가 필요합니다. 채용절차는 서류접수, 1차 서류합격 통보, 2차 면접, 최종합격 발표로 이루어집니다.",http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11970,http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11970,,2023-08-30 17:34:32.119736
21,노들장애인자립센터,['전체'],교육,전체,노들센터 전체사업 2022년 결산 및 2023년 예산 공고,2023-01-25 15:00:00,"

1. 2022년 노들센터 사업과 활동지원사업 결산 및 2023년 예산 공고합니다. 
2. 2022년 후원금 결과보고 공고합니다. 
3. 개인정보 보호를 위해 20일 이후 파일이 삭제될 예정입니다.
4. 노들센터 사업과 활동지원사업, 후원금 결과보고를 2022년과 2023년에 공고합니다.
5. 개인정보 보호를 위해 파일이 20일 이후 삭제됩니다.",http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11933,http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11933,,2023-08-30 17:34:32.119736
22,노들장애인자립센터,['전체'],교육,전체,- 노들장애인자립생활센터 - 상근 활동가를 모집합니다.,2023-01-16 20:46:00,"

노들장애인자립생활센터는 중증장애인의 역량강화 및 자립생활 지원을 목적으로 설립되었으며, 자립생활교육과 기술훈련, 동료상담, 정보제공 등을 통해 중증장애인의 자립생활을 지원하고 장애인의 교육, 노동, 이동, 주거, 탈시설 지원 등 다양한 영역에서 인권과 권리 확보를 위해 활동하고 있습니다. 모집분야는 회계 및 노무 관리 1명, 거주시설연계사업 담당 1명으로 장애인/비장애인 모두 지원 가능하며, 주 5일 근무, 급여 2,320,000원, 수당 등으로 근무자들의 기본적인 권리를 보장합니다. 2023년 1월 31일(화) 오후에 최종합격 발표가 있습니다.",http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11931,http://ncil.or.kr/index.php?mid=events_news&page=2&document_srl=11931,,2023-08-30 17:34:32.119736
